16
4
13
2
13
9
10
7
9
16
14
7
2
16
7
9
14
4
16
10
16
4
4
16
8
9
9
0
14
16
14
7
6
6
11
2
2
7
14
2
9
9
16
16
7
10
0
7
9
14
9
